Accession,Organism_Name,Species,Genotype,Isolate,Length,Nuc_Completeness,Geo_Location,Host,Tissue_Specimen_Source,Submitters,Collection_Date,Release_Date,Molecule_type
PX480305,dengue virus type 2,Orthoflavivirus denguei,2,D18-1556,10723,complete,Philippines,Homo sapiens,blood,"Sy,A.K., Rojas,S.M., Masdin,L., Phelan,J., Polotan,F.G.M., Rojas,F.Q., Quinones,M.A., Bato,J.S., Sucaldito,N.L., dela Paz,E.C., Capeding,M.R.Z., Padilla,C.D., Villanueva,S.Y., Hafalla,J.C.R., Hibberd,M.L.",2018-08-13,2025-12-31,ssRNA(+)
PX480306,dengue virus type 2,Orthoflavivirus denguei,2,D18-1676,10723,complete,Philippines,Homo sapiens,blood,"Sy,A.K., Rojas,S.M., Masdin,L., Phelan,J., Polotan,F.G.M., Rojas,F.Q., Quinones,M.A., Bato,J.S., Sucaldito,N.L., dela Paz,E.C., Capeding,M.R.Z., Padilla,C.D., Villanueva,S.Y., Hafalla,J.C.R., Hibberd,M.L.",2018-08-21,2025-12-31,ssRNA(+)
PX480307,dengue virus type 2,Orthoflavivirus denguei,2,D18-1693,10723,complete,Philippines,Homo sapiens,blood,"Sy,A.K., Rojas,S.M., Masdin,L., Phelan,J., Polotan,F.G.M., Rojas,F.Q., Quinones,M.A., Bato,J.S., Sucaldito,N.L., dela Paz,E.C., Capeding,M.R.Z., Padilla,C.D., Villanueva,S.Y., Hafalla,J.C.R., Hibberd,M.L.",2018-08-19,2025-12-31,ssRNA(+)
PX480308,dengue virus type 2,Orthoflavivirus denguei,2,D18-1974,10723,complete,Philippines,Homo sapiens,blood,"Sy,A.K., Rojas,S.M., Masdin,L., Phelan,J., Polotan,F.G.M., Rojas,F.Q., Quinones,M.A., Bato,J.S., Sucaldito,N.L., dela Paz,E.C., Capeding,M.R.Z., Padilla,C.D., Villanueva,S.Y., Hafalla,J.C.R., Hibberd,M.L.",2018-08-27,2025-12-31,ssRNA(+)
PX480309,dengue virus type 2,Orthoflavivirus denguei,2,D18-2292,10723,complete,Philippines,Homo sapiens,blood,"Sy,A.K., Rojas,S.M., Masdin,L., Phelan,J., Polotan,F.G.M., Rojas,F.Q., Quinones,M.A., Bato,J.S., Sucaldito,N.L., dela Paz,E.C., Capeding,M.R.Z., Padilla,C.D., Villanueva,S.Y., Hafalla,J.C.R., Hibberd,M.L.",2018-09-18,2025-12-31,ssRNA(+)
PX480310,dengue virus type 2,Orthoflavivirus denguei,2,D18-2646,10723,complete,Philippines,Homo sapiens,blood,"Sy,A.K., Rojas,S.M., Masdin,L., Phelan,J., Polotan,F.G.M., Rojas,F.Q., Quinones,M.A., Bato,J.S., Sucaldito,N.L., dela Paz,E.C., Capeding,M.R.Z., Padilla,C.D., Villanueva,S.Y., Hafalla,J.C.R., Hibberd,M.L.",2018-09-29,2025-12-31,ssRNA(+)
PX480311,dengue virus type 2,Orthoflavivirus denguei,2,D18-3201,10723,complete,Philippines,Homo sapiens,blood,"Sy,A.K., Rojas,S.M., Masdin,L., Phelan,J., Polotan,F.G.M., Rojas,F.Q., Quinones,M.A., Bato,J.S., Sucaldito,N.L., dela Paz,E.C., Capeding,M.R.Z., Padilla,C.D., Villanueva,S.Y., Hafalla,J.C.R., Hibberd,M.L.",2018-11-22,2025-12-31,ssRNA(+)
PX480312,dengue virus type 2,Orthoflavivirus denguei,2,D18-3349,10723,complete,Philippines,Homo sapiens,blood,"Sy,A.K., Rojas,S.M., Masdin,L., Phelan,J., Polotan,F.G.M., Rojas,F.Q., Quinones,M.A., Bato,J.S., Sucaldito,N.L., dela Paz,E.C., Capeding,M.R.Z., Padilla,C.D., Villanueva,S.Y., Hafalla,J.C.R., Hibberd,M.L.",2018-12-05,2025-12-31,ssRNA(+)
PX480313,dengue virus type 2,Orthoflavivirus denguei,2,D19-1325,10723,complete,Philippines,Homo sapiens,blood,"Sy,A.K., Rojas,S.M., Masdin,L., Phelan,J., Polotan,F.G.M., Rojas,F.Q., Quinones,M.A., Bato,J.S., Sucaldito,N.L., dela Paz,E.C., Capeding,M.R.Z., Padilla,C.D., Villanueva,S.Y., Hafalla,J.C.R., Hibberd,M.L.",2019-05-30,2025-12-31,ssRNA(+)
PX480314,dengue virus type 2,Orthoflavivirus denguei,2,D19-1472,10723,complete,Philippines,Homo sapiens,blood,"Sy,A.K., Rojas,S.M., Masdin,L., Phelan,J., Polotan,F.G.M., Rojas,F.Q., Quinones,M.A., Bato,J.S., Sucaldito,N.L., dela Paz,E.C., Capeding,M.R.Z., Padilla,C.D., Villanueva,S.Y., Hafalla,J.C.R., Hibberd,M.L.",2019-06-07,2025-12-31,ssRNA(+)
PX480315,dengue virus type 2,Orthoflavivirus denguei,2,D19-1559,10723,complete,Philippines,Homo sapiens,blood,"Sy,A.K., Rojas,S.M., Masdin,L., Phelan,J., Polotan,F.G.M., Rojas,F.Q., Quinones,M.A., Bato,J.S., Sucaldito,N.L., dela Paz,E.C., Capeding,M.R.Z., Padilla,C.D., Villanueva,S.Y., Hafalla,J.C.R., Hibberd,M.L.",2019-07-03,2025-12-31,ssRNA(+)
PX480316,dengue virus type 2,Orthoflavivirus denguei,2,D19-1576,10723,complete,Philippines,Homo sapiens,blood,"Sy,A.K., Rojas,S.M., Masdin,L., Phelan,J., Polotan,F.G.M., Rojas,F.Q., Quinones,M.A., Bato,J.S., Sucaldito,N.L., dela Paz,E.C., Capeding,M.R.Z., Padilla,C.D., Villanueva,S.Y., Hafalla,J.C.R., Hibberd,M.L.",2019-06-22,2025-12-31,ssRNA(+)
PX480317,dengue virus type 2,Orthoflavivirus denguei,2,D19-1678,10723,complete,Philippines,Homo sapiens,blood,"Sy,A.K., Rojas,S.M., Masdin,L., Phelan,J., Polotan,F.G.M., Rojas,F.Q., Quinones,M.A., Bato,J.S., Sucaldito,N.L., dela Paz,E.C., Capeding,M.R.Z., Padilla,C.D., Villanueva,S.Y., Hafalla,J.C.R., Hibberd,M.L.",2019-07-05,2025-12-31,ssRNA(+)
PX480318,dengue virus type 2,Orthoflavivirus denguei,2,D19-1820,10723,complete,Philippines,Homo sapiens,blood,"Sy,A.K., Rojas,S.M., Masdin,L., Phelan,J., Polotan,F.G.M., Rojas,F.Q., Quinones,M.A., Bato,J.S., Sucaldito,N.L., dela Paz,E.C., Capeding,M.R.Z., Padilla,C.D., Villanueva,S.Y., Hafalla,J.C.R., Hibberd,M.L.",2019-07-04,2025-12-31,ssRNA(+)
PX480319,dengue virus type 2,Orthoflavivirus denguei,2,D19-2044,10723,complete,Philippines,Homo sapiens,blood,"Sy,A.K., Rojas,S.M., Masdin,L., Phelan,J., Polotan,F.G.M., Rojas,F.Q., Quinones,M.A., Bato,J.S., Sucaldito,N.L., dela Paz,E.C., Capeding,M.R.Z., Padilla,C.D., Villanueva,S.Y., Hafalla,J.C.R., Hibberd,M.L.",2019-08-18,2025-12-31,ssRNA(+)
PX480320,dengue virus type 2,Orthoflavivirus denguei,2,D19-2061,10723,complete,Philippines,Homo sapiens,blood,"Sy,A.K., Rojas,S.M., Masdin,L., Phelan,J., Polotan,F.G.M., Rojas,F.Q., Quinones,M.A., Bato,J.S., Sucaldito,N.L., dela Paz,E.C., Capeding,M.R.Z., Padilla,C.D., Villanueva,S.Y., Hafalla,J.C.R., Hibberd,M.L.",2019-08-15,2025-12-31,ssRNA(+)
PX480321,dengue virus type 2,Orthoflavivirus denguei,2,D19-2249,10723,complete,Philippines,Homo sapiens,blood,"Sy,A.K., Rojas,S.M., Masdin,L., Phelan,J., Polotan,F.G.M., Rojas,F.Q., Quinones,M.A., Bato,J.S., Sucaldito,N.L., dela Paz,E.C., Capeding,M.R.Z., Padilla,C.D., Villanueva,S.Y., Hafalla,J.C.R., Hibberd,M.L.",2019-08-28,2025-12-31,ssRNA(+)
PX480322,dengue virus type 2,Orthoflavivirus denguei,2,D19-2324,10723,complete,Philippines,Homo sapiens,blood,"Sy,A.K., Rojas,S.M., Masdin,L., Phelan,J., Polotan,F.G.M., Rojas,F.Q., Quinones,M.A., Bato,J.S., Sucaldito,N.L., dela Paz,E.C., Capeding,M.R.Z., Padilla,C.D., Villanueva,S.Y., Hafalla,J.C.R., Hibberd,M.L.",2019-09-22,2025-12-31,ssRNA(+)
PX480323,dengue virus type 2,Orthoflavivirus denguei,2,D19-2445,10723,complete,Philippines,Homo sapiens,blood,"Sy,A.K., Rojas,S.M., Masdin,L., Phelan,J., Polotan,F.G.M., Rojas,F.Q., Quinones,M.A., Bato,J.S., Sucaldito,N.L., dela Paz,E.C., Capeding,M.R.Z., Padilla,C.D., Villanueva,S.Y., Hafalla,J.C.R., Hibberd,M.L.",2019-10-02,2025-12-31,ssRNA(+)
PX480324,dengue virus type 2,Orthoflavivirus denguei,2,D19-2446,10723,complete,Philippines,Homo sapiens,blood,"Sy,A.K., Rojas,S.M., Masdin,L., Phelan,J., Polotan,F.G.M., Rojas,F.Q., Quinones,M.A., Bato,J.S., Sucaldito,N.L., dela Paz,E.C., Capeding,M.R.Z., Padilla,C.D., Villanueva,S.Y., Hafalla,J.C.R., Hibberd,M.L.",2019-10-06,2025-12-31,ssRNA(+)
PX480325,dengue virus type 2,Orthoflavivirus denguei,2,D19-2535,10723,complete,Philippines,Homo sapiens,blood,"Sy,A.K., Rojas,S.M., Masdin,L., Phelan,J., Polotan,F.G.M., Rojas,F.Q., Quinones,M.A., Bato,J.S., Sucaldito,N.L., dela Paz,E.C., Capeding,M.R.Z., Padilla,C.D., Villanueva,S.Y., Hafalla,J.C.R., Hibberd,M.L.",2019-11-03,2025-12-31,ssRNA(+)
PX480326,dengue virus type 2,Orthoflavivirus denguei,2,D19-2563,10723,complete,Philippines,Homo sapiens,blood,"Sy,A.K., Rojas,S.M., Masdin,L., Phelan,J., Polotan,F.G.M., Rojas,F.Q., Quinones,M.A., Bato,J.S., Sucaldito,N.L., dela Paz,E.C., Capeding,M.R.Z., Padilla,C.D., Villanueva,S.Y., Hafalla,J.C.R., Hibberd,M.L.",2019-10-17,2025-12-31,ssRNA(+)
PX480327,dengue virus type 2,Orthoflavivirus denguei,2,D19-2610,10723,complete,Philippines,Homo sapiens,blood,"Sy,A.K., Rojas,S.M., Masdin,L., Phelan,J., Polotan,F.G.M., Rojas,F.Q., Quinones,M.A., Bato,J.S., Sucaldito,N.L., dela Paz,E.C., Capeding,M.R.Z., Padilla,C.D., Villanueva,S.Y., Hafalla,J.C.R., Hibberd,M.L.",2019-11-18,2025-12-31,ssRNA(+)
PX480328,dengue virus type 2,Orthoflavivirus denguei,2,D19-2620,10723,complete,Philippines,Homo sapiens,blood,"Sy,A.K., Rojas,S.M., Masdin,L., Phelan,J., Polotan,F.G.M., Rojas,F.Q., Quinones,M.A., Bato,J.S., Sucaldito,N.L., dela Paz,E.C., Capeding,M.R.Z., Padilla,C.D., Villanueva,S.Y., Hafalla,J.C.R., Hibberd,M.L.",2019-11-17,2025-12-31,ssRNA(+)
PX480329,dengue virus type 2,Orthoflavivirus denguei,2,D19-2668,10723,complete,Philippines,Homo sapiens,blood,"Sy,A.K., Rojas,S.M., Masdin,L., Phelan,J., Polotan,F.G.M., Rojas,F.Q., Quinones,M.A., Bato,J.S., Sucaldito,N.L., dela Paz,E.C., Capeding,M.R.Z., Padilla,C.D., Villanueva,S.Y., Hafalla,J.C.R., Hibberd,M.L.",2019-11-22,2025-12-31,ssRNA(+)
PX480330,dengue virus type 2,Orthoflavivirus denguei,2,D19-2681,10723,complete,Philippines,Homo sapiens,blood,"Sy,A.K., Rojas,S.M., Masdin,L., Phelan,J., Polotan,F.G.M., Rojas,F.Q., Quinones,M.A., Bato,J.S., Sucaldito,N.L., dela Paz,E.C., Capeding,M.R.Z., Padilla,C.D., Villanueva,S.Y., Hafalla,J.C.R., Hibberd,M.L.",2019-12-01,2025-12-31,ssRNA(+)
PX480331,dengue virus type 2,Orthoflavivirus denguei,2,D21-0290,10723,complete,Philippines,Homo sapiens,blood,"Sy,A.K., Rojas,S.M., Masdin,L., Phelan,J., Polotan,F.G.M., Rojas,F.Q., Quinones,M.A., Bato,J.S., Sucaldito,N.L., dela Paz,E.C., Capeding,M.R.Z., Padilla,C.D., Villanueva,S.Y., Hafalla,J.C.R., Hibberd,M.L.",2021-07-17,2025-12-31,ssRNA(+)
PX480332,dengue virus type 3,Orthoflavivirus denguei,3,D17-0125,10707,complete,Philippines,Homo sapiens,blood,"Sy,A.K., Rojas,S.M., Masdin,L., Phelan,J., Polotan,F.G.M., Rojas,F.Q., Quinones,M.A., Bato,J.S., Sucaldito,N.L., dela Paz,E.C., Capeding,M.R.Z., Padilla,C.D., Villanueva,S.Y., Hafalla,J.C.R., Hibberd,M.L.",2017-01-12,2025-12-31,ssRNA(+)
PX480333,dengue virus type 3,Orthoflavivirus denguei,3,D17-0131,10707,complete,Philippines,Homo sapiens,blood,"Sy,A.K., Rojas,S.M., Masdin,L., Phelan,J., Polotan,F.G.M., Rojas,F.Q., Quinones,M.A., Bato,J.S., Sucaldito,N.L., dela Paz,E.C., Capeding,M.R.Z., Padilla,C.D., Villanueva,S.Y., Hafalla,J.C.R., Hibberd,M.L.",2017-01-03,2025-12-31,ssRNA(+)
PX480334,dengue virus type 3,Orthoflavivirus denguei,3,D17-0442,10707,complete,Philippines,Homo sapiens,blood,"Sy,A.K., Rojas,S.M., Masdin,L., Phelan,J., Polotan,F.G.M., Rojas,F.Q., Quinones,M.A., Bato,J.S., Sucaldito,N.L., dela Paz,E.C., Capeding,M.R.Z., Padilla,C.D., Villanueva,S.Y., Hafalla,J.C.R., Hibberd,M.L.",2017-01-23,2025-12-31,ssRNA(+)
PX480335,dengue virus type 3,Orthoflavivirus denguei,3,D17-0445,10707,complete,Philippines,Homo sapiens,blood,"Sy,A.K., Rojas,S.M., Masdin,L., Phelan,J., Polotan,F.G.M., Rojas,F.Q., Quinones,M.A., Bato,J.S., Sucaldito,N.L., dela Paz,E.C., Capeding,M.R.Z., Padilla,C.D., Villanueva,S.Y., Hafalla,J.C.R., Hibberd,M.L.",2017-01-28,2025-12-31,ssRNA(+)
PX480336,dengue virus type 3,Orthoflavivirus denguei,3,D17-0554,10707,complete,Philippines,Homo sapiens,blood,"Sy,A.K., Rojas,S.M., Masdin,L., Phelan,J., Polotan,F.G.M., Rojas,F.Q., Quinones,M.A., Bato,J.S., Sucaldito,N.L., dela Paz,E.C., Capeding,M.R.Z., Padilla,C.D., Villanueva,S.Y., Hafalla,J.C.R., Hibberd,M.L.",2017-02-08,2025-12-31,ssRNA(+)
PX480337,dengue virus type 3,Orthoflavivirus denguei,3,D17-0764,10707,complete,Philippines,Homo sapiens,blood,"Sy,A.K., Rojas,S.M., Masdin,L., Phelan,J., Polotan,F.G.M., Rojas,F.Q., Quinones,M.A., Bato,J.S., Sucaldito,N.L., dela Paz,E.C., Capeding,M.R.Z., Padilla,C.D., Villanueva,S.Y., Hafalla,J.C.R., Hibberd,M.L.",2017-03-01,2025-12-31,ssRNA(+)
PX480338,dengue virus type 3,Orthoflavivirus denguei,3,D17-1165,10707,complete,Philippines,Homo sapiens,blood,"Sy,A.K., Rojas,S.M., Masdin,L., Phelan,J., Polotan,F.G.M., Rojas,F.Q., Quinones,M.A., Bato,J.S., Sucaldito,N.L., dela Paz,E.C., Capeding,M.R.Z., Padilla,C.D., Villanueva,S.Y., Hafalla,J.C.R., Hibberd,M.L.",2017-05-13,2025-12-31,ssRNA(+)
PX480339,dengue virus type 3,Orthoflavivirus denguei,3,D17-1464,10707,complete,Philippines,Homo sapiens,blood,"Sy,A.K., Rojas,S.M., Masdin,L., Phelan,J., Polotan,F.G.M., Rojas,F.Q., Quinones,M.A., Bato,J.S., Sucaldito,N.L., dela Paz,E.C., Capeding,M.R.Z., Padilla,C.D., Villanueva,S.Y., Hafalla,J.C.R., Hibberd,M.L.",2017-07-01,2025-12-31,ssRNA(+)
PX480340,dengue virus type 3,Orthoflavivirus denguei,3,D17-1642,10707,complete,Philippines,Homo sapiens,blood,"Sy,A.K., Rojas,S.M., Masdin,L., Phelan,J., Polotan,F.G.M., Rojas,F.Q., Quinones,M.A., Bato,J.S., Sucaldito,N.L., dela Paz,E.C., Capeding,M.R.Z., Padilla,C.D., Villanueva,S.Y., Hafalla,J.C.R., Hibberd,M.L.",2017-07-19,2025-12-31,ssRNA(+)
PX480341,dengue virus type 3,Orthoflavivirus denguei,3,D17-1790,10707,complete,Philippines,Homo sapiens,blood,"Sy,A.K., Rojas,S.M., Masdin,L., Phelan,J., Polotan,F.G.M., Rojas,F.Q., Quinones,M.A., Bato,J.S., Sucaldito,N.L., dela Paz,E.C., Capeding,M.R.Z., Padilla,C.D., Villanueva,S.Y., Hafalla,J.C.R., Hibberd,M.L.",2017-07-24,2025-12-31,ssRNA(+)
PX480342,dengue virus type 3,Orthoflavivirus denguei,3,D17-1799,10707,complete,Philippines,Homo sapiens,blood,"Sy,A.K., Rojas,S.M., Masdin,L., Phelan,J., Polotan,F.G.M., Rojas,F.Q., Quinones,M.A., Bato,J.S., Sucaldito,N.L., dela Paz,E.C., Capeding,M.R.Z., Padilla,C.D., Villanueva,S.Y., Hafalla,J.C.R., Hibberd,M.L.",2017-07-28,2025-12-31,ssRNA(+)
PX480343,dengue virus type 3,Orthoflavivirus denguei,3,D17-1829,10707,complete,Philippines,Homo sapiens,blood,"Sy,A.K., Rojas,S.M., Masdin,L., Phelan,J., Polotan,F.G.M., Rojas,F.Q., Quinones,M.A., Bato,J.S., Sucaldito,N.L., dela Paz,E.C., Capeding,M.R.Z., Padilla,C.D., Villanueva,S.Y., Hafalla,J.C.R., Hibberd,M.L.",2017-07-26,2025-12-31,ssRNA(+)
PX480344,dengue virus type 3,Orthoflavivirus denguei,3,D17-1911,10707,complete,Philippines,Homo sapiens,blood,"Sy,A.K., Rojas,S.M., Masdin,L., Phelan,J., Polotan,F.G.M., Rojas,F.Q., Quinones,M.A., Bato,J.S., Sucaldito,N.L., dela Paz,E.C., Capeding,M.R.Z., Padilla,C.D., Villanueva,S.Y., Hafalla,J.C.R., Hibberd,M.L.",2017-06-23,2025-12-31,ssRNA(+)
PX480345,dengue virus type 3,Orthoflavivirus denguei,3,D17-2232,10707,complete,Philippines,Homo sapiens,blood,"Sy,A.K., Rojas,S.M., Masdin,L., Phelan,J., Polotan,F.G.M., Rojas,F.Q., Quinones,M.A., Bato,J.S., Sucaldito,N.L., dela Paz,E.C., Capeding,M.R.Z., Padilla,C.D., Villanueva,S.Y., Hafalla,J.C.R., Hibberd,M.L.",2017-08-17,2025-12-31,ssRNA(+)
PX480346,dengue virus type 3,Orthoflavivirus denguei,3,D17-2265,10707,complete,Philippines,Homo sapiens,blood,"Sy,A.K., Rojas,S.M., Masdin,L., Phelan,J., Polotan,F.G.M., Rojas,F.Q., Quinones,M.A., Bato,J.S., Sucaldito,N.L., dela Paz,E.C., Capeding,M.R.Z., Padilla,C.D., Villanueva,S.Y., Hafalla,J.C.R., Hibberd,M.L.",2017-08-18,2025-12-31,ssRNA(+)
PX480347,dengue virus type 3,Orthoflavivirus denguei,3,D17-3024,10707,complete,Philippines,Homo sapiens,blood,"Sy,A.K., Rojas,S.M., Masdin,L., Phelan,J., Polotan,F.G.M., Rojas,F.Q., Quinones,M.A., Bato,J.S., Sucaldito,N.L., dela Paz,E.C., Capeding,M.R.Z., Padilla,C.D., Villanueva,S.Y., Hafalla,J.C.R., Hibberd,M.L.",2017-10-02,2025-12-31,ssRNA(+)
PX480348,dengue virus type 3,Orthoflavivirus denguei,3,D18-0030,10707,complete,Philippines,Homo sapiens,blood,"Sy,A.K., Rojas,S.M., Masdin,L., Phelan,J., Polotan,F.G.M., Rojas,F.Q., Quinones,M.A., Bato,J.S., Sucaldito,N.L., dela Paz,E.C., Capeding,M.R.Z., Padilla,C.D., Villanueva,S.Y., Hafalla,J.C.R., Hibberd,M.L.",2017-12-28,2025-12-31,ssRNA(+)
PX480349,dengue virus type 3,Orthoflavivirus denguei,3,D18-0052,10707,complete,Philippines,Homo sapiens,blood,"Sy,A.K., Rojas,S.M., Masdin,L., Phelan,J., Polotan,F.G.M., Rojas,F.Q., Quinones,M.A., Bato,J.S., Sucaldito,N.L., dela Paz,E.C., Capeding,M.R.Z., Padilla,C.D., Villanueva,S.Y., Hafalla,J.C.R., Hibberd,M.L.",2018-01-02,2025-12-31,ssRNA(+)
PX480350,dengue virus type 3,Orthoflavivirus denguei,3,D18-0064,10707,complete,Philippines,Homo sapiens,blood,"Sy,A.K., Rojas,S.M., Masdin,L., Phelan,J., Polotan,F.G.M., Rojas,F.Q., Quinones,M.A., Bato,J.S., Sucaldito,N.L., dela Paz,E.C., Capeding,M.R.Z., Padilla,C.D., Villanueva,S.Y., Hafalla,J.C.R., Hibberd,M.L.",2018-01-02,2025-12-31,ssRNA(+)
PX480351,dengue virus type 3,Orthoflavivirus denguei,3,D18-0169,10707,complete,Philippines,Homo sapiens,blood,"Sy,A.K., Rojas,S.M., Masdin,L., Phelan,J., Polotan,F.G.M., Rojas,F.Q., Quinones,M.A., Bato,J.S., Sucaldito,N.L., dela Paz,E.C., Capeding,M.R.Z., Padilla,C.D., Villanueva,S.Y., Hafalla,J.C.R., Hibberd,M.L.",2018-01-16,2025-12-31,ssRNA(+)
PX480352,dengue virus type 3,Orthoflavivirus denguei,3,D18-0200,10707,complete,Philippines,Homo sapiens,blood,"Sy,A.K., Rojas,S.M., Masdin,L., Phelan,J., Polotan,F.G.M., Rojas,F.Q., Quinones,M.A., Bato,J.S., Sucaldito,N.L., dela Paz,E.C., Capeding,M.R.Z., Padilla,C.D., Villanueva,S.Y., Hafalla,J.C.R., Hibberd,M.L.",2018-01-22,2025-12-31,ssRNA(+)
PX480353,dengue virus type 3,Orthoflavivirus denguei,3,D18-0361,10707,complete,Philippines,Homo sapiens,blood,"Sy,A.K., Rojas,S.M., Masdin,L., Phelan,J., Polotan,F.G.M., Rojas,F.Q., Quinones,M.A., Bato,J.S., Sucaldito,N.L., dela Paz,E.C., Capeding,M.R.Z., Padilla,C.D., Villanueva,S.Y., Hafalla,J.C.R., Hibberd,M.L.",2018-03-15,2025-12-31,ssRNA(+)
PX480354,dengue virus type 3,Orthoflavivirus denguei,3,D18-0403,10707,complete,Philippines,Homo sapiens,blood,"Sy,A.K., Rojas,S.M., Masdin,L., Phelan,J., Polotan,F.G.M., Rojas,F.Q., Quinones,M.A., Bato,J.S., Sucaldito,N.L., dela Paz,E.C., Capeding,M.R.Z., Padilla,C.D., Villanueva,S.Y., Hafalla,J.C.R., Hibberd,M.L.",2018-04-01,2025-12-31,ssRNA(+)
PX480355,dengue virus type 3,Orthoflavivirus denguei,3,D18-0457,10707,complete,Philippines,Homo sapiens,blood,"Sy,A.K., Rojas,S.M., Masdin,L., Phelan,J., Polotan,F.G.M., Rojas,F.Q., Quinones,M.A., Bato,J.S., Sucaldito,N.L., dela Paz,E.C., Capeding,M.R.Z., Padilla,C.D., Villanueva,S.Y., Hafalla,J.C.R., Hibberd,M.L.",2018-04-24,2025-12-31,ssRNA(+)
PX480356,dengue virus type 3,Orthoflavivirus denguei,3,D18-0515,10707,complete,Philippines,Homo sapiens,blood,"Sy,A.K., Rojas,S.M., Masdin,L., Phelan,J., Polotan,F.G.M., Rojas,F.Q., Quinones,M.A., Bato,J.S., Sucaldito,N.L., dela Paz,E.C., Capeding,M.R.Z., Padilla,C.D., Villanueva,S.Y., Hafalla,J.C.R., Hibberd,M.L.",2018-05-22,2025-12-31,ssRNA(+)
PX480357,dengue virus type 3,Orthoflavivirus denguei,3,D18-0775,10707,complete,Philippines,Homo sapiens,blood,"Sy,A.K., Rojas,S.M., Masdin,L., Phelan,J., Polotan,F.G.M., Rojas,F.Q., Quinones,M.A., Bato,J.S., Sucaldito,N.L., dela Paz,E.C., Capeding,M.R.Z., Padilla,C.D., Villanueva,S.Y., Hafalla,J.C.R., Hibberd,M.L.",2018-05-14,2025-12-31,ssRNA(+)
PX480358,dengue virus type 3,Orthoflavivirus denguei,3,D18-0822,10707,complete,Philippines,Homo sapiens,blood,"Sy,A.K., Rojas,S.M., Masdin,L., Phelan,J., Polotan,F.G.M., Rojas,F.Q., Quinones,M.A., Bato,J.S., Sucaldito,N.L., dela Paz,E.C., Capeding,M.R.Z., Padilla,C.D., Villanueva,S.Y., Hafalla,J.C.R., Hibberd,M.L.",2018-06-08,2025-12-31,ssRNA(+)
PX480359,dengue virus type 3,Orthoflavivirus denguei,3,D18-0978,10707,complete,Philippines,Homo sapiens,blood,"Sy,A.K., Rojas,S.M., Masdin,L., Phelan,J., Polotan,F.G.M., Rojas,F.Q., Quinones,M.A., Bato,J.S., Sucaldito,N.L., dela Paz,E.C., Capeding,M.R.Z., Padilla,C.D., Villanueva,S.Y., Hafalla,J.C.R., Hibberd,M.L.",2018-06-22,2025-12-31,ssRNA(+)
PX480360,dengue virus type 3,Orthoflavivirus denguei,3,D18-0989,10707,complete,Philippines,Homo sapiens,blood,"Sy,A.K., Rojas,S.M., Masdin,L., Phelan,J., Polotan,F.G.M., Rojas,F.Q., Quinones,M.A., Bato,J.S., Sucaldito,N.L., dela Paz,E.C., Capeding,M.R.Z., Padilla,C.D., Villanueva,S.Y., Hafalla,J.C.R., Hibberd,M.L.",2018-06-17,2025-12-31,ssRNA(+)
PX480361,dengue virus type 3,Orthoflavivirus denguei,3,D18-1202,10707,complete,Philippines,Homo sapiens,blood,"Sy,A.K., Rojas,S.M., Masdin,L., Phelan,J., Polotan,F.G.M., Rojas,F.Q., Quinones,M.A., Bato,J.S., Sucaldito,N.L., dela Paz,E.C., Capeding,M.R.Z., Padilla,C.D., Villanueva,S.Y., Hafalla,J.C.R., Hibberd,M.L.",2018-07-19,2025-12-31,ssRNA(+)
PX480362,dengue virus type 3,Orthoflavivirus denguei,3,D18-1315,10707,complete,Philippines,Homo sapiens,blood,"Sy,A.K., Rojas,S.M., Masdin,L., Phelan,J., Polotan,F.G.M., Rojas,F.Q., Quinones,M.A., Bato,J.S., Sucaldito,N.L., dela Paz,E.C., Capeding,M.R.Z., Padilla,C.D., Villanueva,S.Y., Hafalla,J.C.R., Hibberd,M.L.",2018-07-30,2025-12-31,ssRNA(+)
PX480363,dengue virus type 3,Orthoflavivirus denguei,3,D18-1342,10707,complete,Philippines,Homo sapiens,blood,"Sy,A.K., Rojas,S.M., Masdin,L., Phelan,J., Polotan,F.G.M., Rojas,F.Q., Quinones,M.A., Bato,J.S., Sucaldito,N.L., dela Paz,E.C., Capeding,M.R.Z., Padilla,C.D., Villanueva,S.Y., Hafalla,J.C.R., Hibberd,M.L.",2018-07-12,2025-12-31,ssRNA(+)
PX480364,dengue virus type 3,Orthoflavivirus denguei,3,D18-1361,10707,complete,Philippines,Homo sapiens,blood,"Sy,A.K., Rojas,S.M., Masdin,L., Phelan,J., Polotan,F.G.M., Rojas,F.Q., Quinones,M.A., Bato,J.S., Sucaldito,N.L., dela Paz,E.C., Capeding,M.R.Z., Padilla,C.D., Villanueva,S.Y., Hafalla,J.C.R., Hibberd,M.L.",2018-08-04,2025-12-31,ssRNA(+)
PX480365,dengue virus type 3,Orthoflavivirus denguei,3,D18-1380,10707,complete,Philippines,Homo sapiens,blood,"Sy,A.K., Rojas,S.M., Masdin,L., Phelan,J., Polotan,F.G.M., Rojas,F.Q., Quinones,M.A., Bato,J.S., Sucaldito,N.L., dela Paz,E.C., Capeding,M.R.Z., Padilla,C.D., Villanueva,S.Y., Hafalla,J.C.R., Hibberd,M.L.",2018-08-08,2025-12-31,ssRNA(+)
